24, 385, 260, 400, 260, 370, 285, 355, 285
25, 500, 260, 515, 260, 545, 285, 530, 285
26, 530, 260, 545, 260, 515, 285, 500, 285
27, 50, 290, 125, 290, 125, 300, 50, 300
28, 165, 290, 240, 290, 240, 300, 165, 300
29, 255, 290, 355, 290, 355, 300, 255, 300
30, 370, 290, 450, 290, 450, 300, 370, 300
31, 465, 290, 500, 290, 500, 300, 465, 300
32, 515, 290, 530, 290, 530, 300, 515, 300
33, 545, 290, 580, 290, 580, 300, 545, 300
34, 595, 290, 655, 290, 655, 300, 595, 300
35, 670, 290, 780, 290, 780, 300, 670, 300
36, 240, 305, 255, 305, 225, 330, 210, 330
37, 450, 305, 465, 305, 495, 330, 480, 330
38, 580, 305, 595, 305, 625, 330, 610, 330
39, 50, 335, 210, 335, 210, 345, 50, 345
40, 225, 335, 290, 335, 290, 345, 225, 345
41, 305, 335, 385, 335, 385, 345, 305, 345
42, 400, 335, 480, 335, 480, 345, 400, 345
43, 495, 335, 545, 335, 545, 345, 495, 345
44, 560, 335, 610, 335, 610, 345, 560, 345
45, 625, 335, 655, 335, 655, 345, 625, 345
46, 670, 335, 780, 335, 780, 345, 670, 345
47, 655, 350, 670, 350, 700, 375, 685, 375
48, 700, 380, 780, 380, 780, 390, 700, 390
49, 545, 350, 560, 350, 640, 420, 625, 420
50, 640, 425, 655, 425, 655, 435, 640, 435
51, 670, 425, 780, 425, 780, 435, 670, 435
52, 655, 440, 670, 440, 700, 465, 685, 465
53, 700, 470, 780, 470, 780, 480, 700, 480
54, 655, 195, 670, 195, 700, 170, 685, 170
55, 700, 155, 780, 155, 780, 165, 700, 165
56, 625, 125, 640, 125, 560, 195, 545, 195
57, 640, 110, 655, 110, 655, 120, 640, 120
58, 670, 110, 780, 110, 780, 120, 670, 120
59, 685, 80, 700, 80, 670, 105, 655, 105
60, 700, 65, 780, 65, 780, 75, 700, 75
61, 705, 35, 720, 35, 640, 105, 625, 105
62, 595, 35, 610, 35, 430, 195, 415, 195
63, 610, 20, 705, 20, 705, 30, 610, 30
64, 720, 20, 780, 20, 780, 30, 720, 30
65, 685, 485, 700, 485, 730, 510, 715, 510
66, 730, 515, 780, 515, 780, 525, 730, 525

[OVERLAPPING]
1, 25, 26

[PLATFORMS]
1, 790, 20, 800, 20, 800, 30, 790, 30
2, 790, 65, 800, 65, 800, 75, 790, 75
3, 790, 110, 800, 110, 800, 120, 790, 120
4, 790, 155, 800, 155, 800, 165, 790, 165
5, 790, 200, 800, 200, 800, 210, 790, 210
6, 790, 245, 800, 245, 800, 255, 790, 255
7, 790, 290, 800, 290, 800, 300, 790, 300
8, 790, 335, 800, 335, 800, 345, 790, 345
9, 790, 380, 800, 380, 800, 390, 790, 390
10, 790, 425, 800, 425, 800, 435, 790, 435
11, 790, 470, 800, 470, 800, 480, 790, 480

[ROUTES]
1, 1, 5, 1, 2003, 4, 62, 63, 64
2, 1, 5, 1, 2003, 4, 5006, 56061, 64
3, 1, 6, 1, 2003, 4, 5006, 56057, 59060
4, 1, 7, 1, 2003, 4, 5006, 56057, 58
5, 1, 8, 1, 2003, 4, 5006, 7008, 54055
6, 1, 9, 1, 2003, 4, 5006, 7008, 9
7, 1, 10, 1010, 16017, 18019, 20021, 22, 23
8, 1, 11, 1010, 16017, 18019, 25033, 34, 35
9, 1, 12, 1010, 16017, 18019, 25033, 38045, 46
10, 1, 13, 1010, 16017, 18019, 25033, 38045, 47048
11, 3, 5, 27, 28029, 24018, 12006, 56061, 64
12, 3, 6, 27, 28029, 24018, 12006, 56057, 59060
13, 3, 7, 27, 28029, 24018, 12006, 56057, 58
14, 3, 8, 27, 28029, 24018, 12006, 7008, 54055
15, 3, 8, 27028, 29024, 18019, 20021, 13008, 54055
16, 3, 8, 27, 28029, 30031, 26021, 13008, 54055
17, 3, 9, 27, 28029, 24018, 12006, 7008, 9
18, 3, 9, 27028, 29024, 18019, 20021, 13008, 9
19, 3, 9, 27, 28029, 30031, 26021, 13008, 9
20, 3, 10, 27, 28029, 30031, 26021, 22, 23
21, 3, 10, 27, 28029, 24018, 19020, 21022, 23
22, 3, 11, 27, 28029, 30031, 32033, 34, 35
23, 3, 12, 27, 28029, 30037, 43044, 45, 46
24, 3, 12, 27, 28029, 30031, 32033, 38045, 46
25, 3, 13, 27, 28029, 30037, 43044, 45, 47048
26, 3, 13, 27, 28029, 30031, 32033, 38045, 47048
27, 3, 14, 27, 28029, 30037, 43049, 50, 51
28, 3, 15, 27, 28029, 30037, 43049, 50052, 53
29, 3, 16, 27, 28029, 30037, 43049, 50052, 65066
30, 5, 2, 64, 63, 62, 4011, 16015, 14
31, 6, 2, 60059, 57056, 6012, 18017, 16015, 14
32, 6, 2, 60059, 57056, 6005, 4011, 16015, 14
33, 7, 2, 58, 57056, 6012, 18017, 16015, 14
34, 7, 2, 58, 57056, 6005, 4011, 16015, 14
35, 8, 2, 55054, 8013, 21020, 19018, 17016, 15014
36, 8, 2, 55054, 8007, 6012, 18017, 16015, 14
37, 8, 2, 55054, 8007, 6005, 4011, 16015, 14
38, 9, 2, 9008, 13021, 20019, 18017, 16015, 14
39, 9, 2, 9, 8007, 6012, 18017, 16015, 14
40, 9, 2, 9, 8007, 6005, 4011, 16015, 14
41, 10, 2, 23, 22021, 20019, 18017, 16015, 14
42, 11, 2, 35, 34033, 25019, 18017, 16015, 14
43, 12, 2, 46045, 38033, 25019, 18017, 16015, 14
44, 13, 2, 48047, 45038, 33025, 19018, 17016, 15014
45, 5, 4, 64, 61056, 6012, 18024, 29036, 39
46, 6, 4, 60059, 57056, 6012, 18024, 29036, 39
47, 7, 4, 58, 57056, 6012, 18024, 29036, 39
48, 8, 4, 55054, 8013, 21026, 31030, 29036, 39
49, 8, 4, 55054, 8013, 21020, 19018, 24029, 36039
50, 8, 4, 55054, 8007, 6012, 18024, 29036, 39
51, 9, 4, 9, 8013, 21026, 31030, 29036, 39
52, 9, 4, 9, 8013, 21020, 19018, 24029, 36039
53, 9, 4, 9, 8007, 6012, 18024, 29036, 39
54, 10, 4, 23, 22, 21026, 31030, 29036, 39
55, 10, 4, 23, 22021, 20019, 18024, 29036, 39
56, 11, 4, 35, 34, 33032, 31030, 29036, 39
57, 12, 4, 46, 45, 44043, 42, 41040, 39
58, 13, 4, 48047, 45, 44043, 42, 41040, 39
59, 14, 4, 51, 50049, 43, 42, 41040, 39
60, 15, 4, 53052, 50049, 43, 42, 41040, 39
61, 16, 4, 66065, 52050, 49043, 42, 41040, 39
62, 17, 5, 0, 29, 24018, 12006, 56061, 64
63, 17, 6, 0, 29, 24018, 12006, 56057, 59060
64, 17, 7, 0, 29, 24018, 12006, 56057, 58
65, 17, 8, 0, 29, 24018, 12006, 7008, 54055
66, 17, 8, 0, 29024, 18019, 20021, 13008, 54055
67, 17, 8, 0, 29, 30031, 26021, 13008, 54055
68, 17, 9, 0, 29, 24018, 12006, 7008, 9
69, 17, 9, 0, 29024, 18019, 20021, 13008, 9
70, 17, 9, 0, 29, 30031, 26021, 13008, 9
71, 17, 10, 0, 29, 30031, 26021, 22, 23
72, 17, 10, 0, 29, 24018, 19020, 21022, 23
73, 17, 11, 0, 29, 30031, 32033, 34, 35
74, 17, 12, 0, 29, 30037, 43044, 45, 46
75, 17, 12, 0, 29, 30031, 32033, 38045, 46
76, 17, 13, 0, 29, 30037, 43044, 45, 47048
77, 17, 13, 0, 29, 30031, 32033, 38045, 47048
78, 17, 14, 0, 29, 30037, 43049, 50, 51
79, 17, 15, 0, 29, 30037, 43049, 50052, 53
80, 17, 16, 0, 29, 30037, 43049, 50052, 65066
81, 5, 17, 64, 56061, 12006, 18, 24, 29
82, 6, 17, 59060, 56057, 12006, 18, 24, 29
83, 7, 17, 58, 56057, 12006, 18, 24, 29
84, 8, 17, 54055, 7008, 12006, 18, 24, 29
85, 8, 17, 54055, 13008, 20021, 18019, 24, 29
86, 8, 17, 54055, 13008, 26021, 31, 30, 29
87, 9, 17, 9, 7008, 12006, 18, 24, 29
88, 9, 17, 9, 13008, 20021, 18019, 24, 29
89, 9, 17, 9, 13008, 26021, 31, 30, 29
90, 10, 17, 23, 22, 26021, 31, 30, 29
91, 10, 17, 23, 21022, 19020, 18, 24, 29
92, 11, 17, 35, 34, 32033, 31, 30, 29
93, 12, 17, 46, 45, 43044, 37, 30, 29
94, 12, 17, 46, 38045, 32033, 31, 30, 29
95, 13, 17, 47048, 45, 43044, 37, 30, 29
96, 13, 17, 47048, 38045, 32033, 31, 30, 29
97, 14, 17, 51, 49050, 43, 37, 30, 29
98, 15, 17, 53, 50052, 43049, 37, 30, 29
99, 16, 17, 65066, 50052, 43049, 37, 30, 29

[LOCOS]
1, 31, 183, 1
2, 31, 192, 1
3, 31, 217, 1
4, 31, 226, 1
5, 31, 401, 1
6, 31, 408, 1
7, 31, 411, 1
8, 31, 412, 1
9, 31, 414, 1
10, 31, 424, 1
11, 254, 001, 2
12, 254, 002, 2
13, 254, 003, 2
14, 254, 004, 2
15, 254, 005, 2
16, 254, 006, 2
17, 254, 007, 2
18, 254, 008, 2
19, 254, 009, 2
20, 254, 010, 2
21, 254, 011, 2
22, 254, 012, 2
23, 312, 001, 3
24, 312, 002, 3
25, 312, 003, 3
26, 312, 004, 3
27, 312, 005, 3
28, 312, 006, 3
29, 312, 007, 3
30, 312, 008, 3
31, 312, 009, 3
32, 312, 010, 3
33, 312, 011, 3
34, 312, 012, 3
35, 312, 013, 3
36, 312, 014, 3
37, 312, 015, 3
38, 312, 016, 3
39, 312, 017, 3
40, 312, 018, 3
41, 312, 019, 3
42, 312, 020, 3
43, 312, 021, 3
44, 312, 022, 3
45, 312, 023, 3
46, 312, 024, 3
47, 55, 001, 4
48, 55, 002, 4
49, 55, 002, 4
50, 55, 003, 4
51, 55, 004, 4
52, 55, 005, 4
53, 55, 006, 4
54, 55, 007, 4
55, 55, 008, 4
56, 55, 009, 4
57, 55, 010, 4
58, 55, 011, 4
59, 55, 012, 4
60, 55, 013, 4
61, 55, 014, 4
62, 55, 015, 4
63, 55, 016, 4
64, 55, 017, 4
65, 55, 018, 4
66, 55, 019, 4
67, 55, 020, 4
68, 55, 021, 4
69, 47, 401, 5
70, 47, 402, 5
71, 47, 403, 5
72, 47, 404, 5
73, 47, 405, 5
74, 47, 406, 5
75, 47, 407, 5
76, 40, 020, 6
77, 40, 060, 6
78, 40, 078, 6
79, 40, 086, 6
80, 40, 145, 6
81, 40, 157, 6
82, 45, 016, 6
83, 45, 038, 6
84, 45, 124, 6
85, 46, 027, 6
86, 46, 035, 6
87, 46, 041, 6
88, 46, 046, 6
89, 46, 055, 6
90, 47, 001, 6
91, 47, 018, 6
92, 47, 036, 6
93, 47, 108, 6
94, 47, 118, 6
95, 47, 120, 6
96, 47, 170, 6
97, 47, 209, 6
98, 47, 301, 6
99, 47, 401, 5
100, 47, 409, 5
101, 47, 411, 5
102, 47, 413, 5
103, 47, 415, 5
104, 47, 420, 5
105, 47, 430, 5
106, 47, 442, 5
107, 47, 460, 5
108, 47, 528, 5
109, 47, 541, 5
110, 47, 553, 5

[TIMETABLE]
1, Western Sleeper,ECS Ferme Park,    1,  620,  3,    0, 4, 1, 14, 1
2, Royston O-Subn,Royston O-Subn,     3,  650,  1,  655, 3, 3, 14, 10 
3, Night Scotsman,ECS Ferme Park,     1,  632,  3,    0, 5, 1, 12, 4 
4, Night Capitals,ECS Ferme Park,     1,  640,  3,    0, 4, 1, 12, 5 
5, I'ness Motorail,ECS Ferme Park,    1,  640,  3,    0, 5, 1, 12, 11  
6, Aberdeen sleeper,ECS Ferme Park,   1,  646,  1,    0, 4, 1, 0,  2
7, Stock 06:52 dep,06:52 Newcastle,   3,  647,  1,  652, 2, 2, 0,  0
8, Royston O-Subn,Royston O-Subn,     3,  700,  2,  705, 3, 3, 0, 0
9, Stock 06:55 dep,06:55 Bradford,    3,  649,  1,  655, 1, 4, 0, 0
10, The Aberdonian,ECS Ferme Park,     1,  651,  2,    0, 5, 1, 0, 1
11, Stock 07:10 dep,07:10 Edinburgh,   3,  702,  2,  710, 2, 2, 0, 0
12, Royston O-Subn,Royston O-Subn,     3,  710,  6,  715, 3, 3, 0, 0
13, LE Finsbury Park, ,                3,  712,  0,    0, 7, 7, 0, 0
14, Stock 07:25 dep,07:25 Hull,        3,  715,  2,  725, 1, 5, 0, 0
15, LE Finsbury Park, ,                3,  718,  0,    0, 8, 8, 0, 0
16, Royston O-Subn,Royston O-Subn,     3,  730,  2,  735, 3, 3, 0, 0
17, Stock 07:50 dep,07:50 Edinburgh,   3,  733,  2,  750, 1, 4, 0, 0
18, Royston S-Fast,Royston S-Fast,     3,  740,  2,  745, 3, 3, 0, 0
19, Stock 08:00 dep,08:00 Leeds,       3,  743,  2,  800, 1, 4, 0, 0
20, Aberdeen (RLF),07:55 Edinburgh,    1,  744,  2,  755, 6, 6, 0, 2
21, LE Finsbury Park, ,                3,  746,  0,    0, 9, 9, 0, 0
22, Scottish Parcels,ECS Ferme Park,   1,  752,  3,    0, 5, 1, 0, 1
23, Royston O-Subn,Royston O-Subn,     3,  800,  2,  805, 3, 3, 0, 0
24, Stock 08:15 dep,08:15 Skegness,    3,  803,  2,  815, 1, 5, 0, 0
25, LE Finsbury Park, ,                3,  806,  0,    0, 8, 8, 0, 0
26, 07:33dep ex Petb,ECS Ferme Park,   1,  807,  1,    0, 5, 1, 0, 1
27, Stock 08:25 dep,08:25 Edinburgh,   3,  810,  1,  825, 1, 5, 0, 0
28, Royston O-Subn,Royston O-Subn,     3,  820,  1,  825, 3, 3, 0, 0
29, 05:45dep ex Leeds,08:35 York,      1,  823,  1,  835, 4, 4, 0, 1
30, Stock 08:40 dep,08:40 Edinburgh,   3,  826,  1,  840, 2, 2, 0, 0
31, Royston S-Fast,Royston S-Fast,     3,  830,  1,  835, 3, 3, 0, 0
32, Royston O-Subn,Royston O-Subn,     3,  840,  1,  845, 3, 3, 0, 0
33, 06:50dep ex York,08:55 Newcastle,  1,  843,  1,  855, 5, 5, 0, 1
34, 06:50dep ex Hull,08:59 Edinburgh,  1,  846,  1,  859, 4, 4, 0, 1
35, 07:30dep ex Leed,09:03 Harrogate,  1,  849,  1,  903, 4, 4, 0, 1
36, Royston O-Subn,Royston O-Subn,     3,  850,  1,  855, 3, 3, 0, 0
37, Bradford (RLF),ECS Ferme Park,     1,  912,  1,    0, 6, 1, 0, 1
38, Royston S-Fast,Royston S-Fast,     3,  920,  1,  925, 3, 3, 0, 0
39, Stock 09:32 dep,09:32 Scarbrgh,    3,  923,  1,  932, 1, 5, 0, 0
40, Northern parcels,ECS Ferme Park,   1,  926,  1,    0, 5, 1, 0, 1
41, Royston O-Subn,Royston O-Subn,     3,  930,  1,  935, 3, 3, 0, 0
42, 07:07dep ex Clee,09:40 Cleethrpes, 1,  933,  1,  940, 5, 5, 0, 1
43, 07:32dep ex Newc,09:45 Newcastle,  1,  936,  1,  945, 2, 2, 0, 1
44, Royston O-Subn,Royston O-Subn,     3,  940,  1,  945, 3, 3, 0, 0
45, 06:15dep ex Newc,09:58 Bradford,   1,  945,  1,  958, 5, 5, 0, 1
46, Stock 10:02 dep,10:02 Aberdeen,    3,  950,  1, 1002, 1, 4, 0, 0
47, Royston S-Fast,Royston S-Fast,     3, 1000,  1, 1005, 3, 3, 0, 0
48, 08:04dep ex Brad,10:15 Edinburgh,  1, 1005,  1, 1015, 4, 4, 0, 1
49, Stock 10:20 dep,10:20 Hull,        3, 1006,  1, 1020, 1, 5, 0, 0
50, Newcastle (RLF),ECS Ferme Park,    1, 1009,  1,    0, 6, 1, 0, 2
51, Royston O-Subn,Royston O-Subn,     3, 1010,  1, 1015, 3, 3, 0, 0
52, Parcel vans(UB),ECS Ferme Park,    3, 1015,  1,    0, 5, 1, 0, 1
53, 08:48dep ex York,10:35 Leeds,      1, 1020,  1, 1035, 5, 6, 0, 1
54, Royston O-Subn,Royston O-Subn,     3, 1020,  1, 1025, 3, 3, 0, 0
55, 08:20dep ex Newc,ECS Ferme Park,   1, 1025,  1,    0, 5, 1, 0, 1
56, Royston S-Fast,Royston S-Fast,     3, 1030,  1, 1035, 3, 3, 0, 0
57, 09:04dep ex Harr,10:55 Harrogate,  1, 1040,  1, 1055, 5, 5, 0, 1
58, Royston O-Subn,Royston O-Subn,     3, 1050,  1, 1055, 3, 3, 0, 0
59, Stock 11:05 dep,11:05 Newcastle,   3, 1055,  1, 1105, 1, 4, 0, 0
60, LE Finsbury Park, ,                3, 1058,  0,    0, 9, 9, 0, 0
61, 07:05dep ex Edin,11:15 York,       1, 1105,  1, 1115, 4, 5, 0, 1
62, 09:20dep ex Hull,13:08 Hull,       1, 1110,  1, 1308, 5, 5, 0, 1
63, Royston O-Subn,Royston O-Subn,     3, 1120,  1, 1125, 3, 3, 0, 0
64, 08:10dep ex Edin,11:26 Edinburgh,  1, 1123,  1, 1126, 2, 2, 0, 1
65, Edinburgh (RLF),14:12 Edinburgh,   1, 1126,  1, 1135, 6, 6, 0, 1
66, Royston S-Fast,Royston S-Fast,     3, 1130,  1, 1135, 3, 3, 0, 0
67, 10:55dep ex Leeds,12:32 Leeds,     1, 1150,  1, 1232, 4, 4, 0, 1
68, Royston O-Subn,Royston O-Subn,     3, 1150,  1, 1155, 3, 3, 0, 0
69, Royston O-Subn,Royston O-Subn,     3, 1200,  1, 1205, 3, 3, 0, 0
70, 09:28dep ex Brid,ECS Ferme Park,   1, 1210,  1,    0, 5, 1, 0, 1
71, Royston S-Fast,Royston S-Fast,     3, 1220,  1, 1225, 3, 3, 0, 0
72, 09:10dep ex Edin,12:25 Edinburgh,  1, 1224, 20, 1225, 5, 5, 0, 1

[LOCOYARD]
1, 0
4, 0
5, 0
4, 40

[GENERAL]
StartTime= 0645
StopTime= 1155
StartText1= Summer Saturday in the early 1980's - 06:45hrs 
StartText2= Prepare to start your 7 hour shift as
StartText3= duty controller at King's Cross Station


KINGSX.RCD
==========
[SELECTOR]
1, 15, 190, 30, 30, 1, 0,UF
2, 15, 235, 30, 30, 2, 0,DF
3, 15, 280, 30, 30, 1, 0,US
4, 15, 325, 30, 30, 2, 0,DS
5, 805, 10, 30, 30, 3, 1,1
6, 805, 55, 30, 30, 3, 2,2
7, 805, 100, 30, 30, 3, 3,3
8, 805, 145, 30, 30, 3, 4,4
9, 805, 190, 30, 30, 3, 5,5
10, 805, 235, 30, 30, 3, 6,6
11, 805, 280, 30, 30, 3, 7,7
12, 805, 325, 30, 30, 3, 8,8
13, 805, 370, 30, 30, 4, 9,9
14, 805, 415, 30, 30, 4, 10,10
15, 805, 460, 30, 30, 3, 11,UB
16, 805, 505, 30, 30, 6, 0,LY
17, 130, 280, 30, 30, 5, 28,H

[SECTIONS]
1, 50, 200, 130, 200, 130, 210, 50, 210
2, 145, 200, 225, 200, 225, 210, 145, 210
3, 240, 200, 320, 200, 320, 210, 240, 210
4, 335, 200, 415, 200, 415, 210, 335, 210
5, 430, 200, 480, 200, 480, 210, 430, 210
6, 495, 200, 545, 200, 545, 210, 495, 210
7, 560, 200, 610, 200, 610, 210, 560, 210
8, 625, 200, 655, 200, 655, 210, 625, 210
9, 670, 200, 780, 200, 780, 210, 670, 210
10, 130, 215, 145, 215, 175, 240, 160, 240
11, 320, 215, 335, 215, 305, 240, 290, 240
12, 480, 215, 495, 215, 465, 240, 450, 240
13, 610, 215, 625, 215, 595, 240, 580, 240
14, 50, 245, 100, 245, 100, 255, 50, 255
15, 115, 245, 160, 245, 160, 255, 115, 255
16, 175, 245, 290, 245, 290, 255, 175, 255
17, 305, 245, 385, 245, 385, 255, 305, 255
18, 400, 245, 450, 245, 450, 255, 400, 255
19, 465, 245, 500, 245, 500, 255, 465, 255
20, 515, 245, 530, 245, 530, 255, 515, 255
21, 545, 245, 580, 245, 580, 255, 545, 255
22, 595, 245, 655, 245, 655, 255, 595, 255
23, 670, 245, 780, 245, 780, 255, 670, 255
24, 385, 260, 400, 260, 370, 285, 355, 285
25, 500, 260, 515, 260, 545, 285, 530, 285
26, 530, 260, 545, 260, 515, 285, 500, 285
27, 50, 290, 125, 290, 125, 300, 50, 300
28, 165, 290, 240, 290, 240, 300, 165, 300
29, 255, 290, 355, 290, 355, 300, 255, 300
30, 370, 290, 450, 290, 450, 300, 370, 300
31, 465, 290, 500, 290, 500, 300, 465, 300
32, 515, 290, 530, 290, 530, 300, 515, 300
33, 545, 290, 580, 290, 580, 300, 545, 300
34, 595, 290, 655, 290, 655, 300, 595, 300
35, 670, 290, 780, 290, 780, 300, 670, 300
36, 240, 305, 255, 305, 225, 330, 210, 330
37, 450, 305, 465, 305, 495, 330, 480, 330
38, 580, 305, 595, 305, 625, 330, 610, 330
39, 50, 335, 210, 335, 210, 345, 50, 345
40, 225, 335, 290, 335, 290, 345, 225, 345
41, 305, 335, 385, 335, 385, 345, 305, 345
42, 400, 335, 480, 335, 480, 345, 400, 345
43, 495, 335, 545, 335, 545, 345, 495, 345
44, 560, 335, 610, 335, 610, 345, 560, 345
45, 625, 335, 655, 335, 655, 345, 625, 345
46, 670, 335, 780, 335, 780, 345, 670, 345
47, 655, 350, 670, 350, 700, 375, 685, 375
48, 700, 380, 780, 380, 780, 390, 700, 390
49, 545, 350, 560, 350, 640, 420, 625, 420
50, 640, 425, 655, 425, 655, 435, 640, 435
51, 670, 425, 780, 425, 780, 435, 670, 435
52, 655, 440, 670, 440, 700, 465, 685, 465
53, 700, 470, 780, 470, 780, 480, 700, 480
54, 655, 195, 670, 195, 700, 170, 685, 170
55, 700, 155, 780, 155, 780, 165, 700, 165
56, 625, 125, 640, 125, 560, 195, 545, 195
57, 640, 110, 655, 110, 655, 120, 640, 120
58, 670, 110, 780, 110, 780, 120, 670, 120
59, 685, 80, 700, 80, 670, 105, 655, 105
60, 700, 65, 780, 65, 780, 75, 700, 75
61, 705, 35, 720, 35, 640, 105, 625, 105
62, 595, 35, 610, 35, 430, 195, 415, 195
63, 610, 20, 705, 20, 705, 30, 610, 30
64, 720, 20, 780, 20, 780, 30, 720, 30
65, 685, 485, 700, 485, 730, 510, 715, 510
66, 730, 515, 780, 515, 780, 525, 730, 525

[OVERLAPPING]
1, 25, 26

[PLATFORMS]
1, 790, 20, 800, 20, 800, 30, 790, 30
2, 790, 65, 800, 65, 800, 75, 790, 75
3, 790, 110, 800, 110, 800, 120, 790, 120
4, 790, 155, 800, 155, 800, 165, 790, 165
5, 790, 200, 800, 200, 800, 210, 790, 210
6, 790, 245, 800, 245, 800, 255, 790, 255
7, 790, 290, 800, 290, 800, 300, 790, 300
8, 790, 335, 800, 335, 800, 345, 790, 345
9, 790, 380, 800, 380, 800, 390, 790, 390
10, 790, 425, 800, 425, 800, 435, 790, 435
11, 790, 470, 800, 470, 800, 480, 790, 480

[ROUTES]
1, 1, 5, 1, 2003, 4, 62, 63, 64
2, 1, 5, 1, 2003, 4, 5006, 56061, 64
3, 1, 6, 1, 2003, 4, 5006, 56057, 59060
4, 1, 7, 1, 2003, 4, 5006, 56057, 58
5, 1, 8, 1, 2003, 4, 5006, 7008, 54055
6, 1, 9, 1, 2003, 4, 5006, 7008, 9
7, 1, 10, 1010, 16017, 18019, 20021, 22, 23
8, 1, 11, 1010, 16017, 18019, 25033, 34, 35
9, 1, 12, 1010, 16017, 18019, 25033, 38045, 46
10, 1, 13, 1010, 16017, 18019, 25033, 38045, 47048
11, 3, 5, 27, 28029, 24018, 12006, 56061, 64
12, 3, 6, 27, 28029, 24018, 12006, 56057, 59060
13, 3, 7, 27, 28029, 24018, 12006, 56057, 58
14, 3, 8, 27, 28029, 24018, 12006, 7008, 54055
15, 3, 8, 27028, 29024, 18019, 20021, 13008, 54055
16, 3, 8, 27, 28029, 30031, 26021, 13008, 54055
17, 3, 9, 27, 28029, 24018, 12006, 7008, 9
18, 3, 9, 27028, 29024, 18019, 20021, 13008, 9
19, 3, 9, 27, 28029, 30031, 26021, 13008, 9
20, 3, 10, 27, 28029, 30031, 26021, 22, 23
21, 3, 10, 27, 28029, 24018, 19020, 21022, 23
22, 3, 11, 27, 28029, 30031, 32033, 34, 35
23, 3, 12, 27, 28029, 30037, 43044, 45, 46
24, 3, 12, 27, 28029, 30031, 32033, 38045, 46
25, 3, 13, 27, 28029, 30037, 43044, 45, 47048
26, 3, 13, 27, 28029, 30031, 32033, 38045, 47048
27, 3, 14, 27, 28029, 30037, 43049, 50, 51
28, 3, 15, 27, 28029, 30037, 43049, 50052, 53
29, 3, 16, 27, 28029, 30037, 43049, 50052, 65066
30, 5, 2, 64, 63, 62, 4011, 16015, 14
31, 6, 2, 60059, 57056, 6012, 18017, 16015, 14
32, 6, 2, 60059, 57056, 6005, 4011, 16015, 14
33, 7, 2, 58, 57056, 6012, 18017, 16015, 14
34, 7, 2, 58, 57056, 6005, 4011, 16015, 14
35, 8, 2, 55054, 8013, 21020, 19018, 17016, 15014
36, 8, 2, 55054, 8007, 6012, 18017, 16015, 14
37, 8, 2, 55054, 8007, 6005, 4011, 16015, 14
38, 9, 2, 9008, 13021, 20019, 18017, 16015, 14
39, 9, 2, 9, 8007, 6012, 18017, 16015, 14
40, 9, 2, 9, 8007, 6005, 4011, 16015, 14
41, 10, 2, 23, 22021, 20019, 18017, 16015, 14
42, 11, 2, 35, 34033, 25019, 18017, 16015, 14
43, 12, 2, 46045, 38033, 25019, 18017, 16015, 14
44, 13, 2, 48047, 45038, 33025, 19018, 17016, 15014
45, 5, 4, 64, 61056, 6012, 18024, 29036, 39
46, 6, 4, 60059, 57056, 6012, 18024, 29036, 39
47, 7, 4, 58, 57056, 6012, 18024, 29036, 39
48, 8, 4, 55054, 8013, 21026, 31030, 29036, 39
49, 8, 4, 55054, 8013, 21020, 19018, 24029, 36039
